text,label
да он еще будет до 2030 года лапшу народу и дальше вешать а все эти путинские голосовальщики и дальше будут слушать его бред распустив слюни и сопли до колен и слушать и слушать как же мы счастливо заживем в 2030 году ох и заживем !!!!!!!!!,0
здравствуйте можно номер телефона,0
я может и блядь но дура ты,1
"мочить этих ублюдков надо!просто! и всё!суки!небожители хреновы!вот пусть и тусят среди небес, друг друга и долбят, а что и зачем в простой народ,опускаться?а если спустились,то и отвечайте!животные!!!",1
путина в отставку в связи с утратой доверия,0
пацаны вы пороху нанюхались больше чем кто либо снайперские комплексы есть захуярте пидара вам вся украина спасибо скажэт,1
"Это нефть не пиндосов. Они там никто и их туда не звали.
",1
"я очень рада,что она обрела хозяев,я смотрела за ее судьбой",0
"Почему то сложно даются подтягивания, в том плане чтобы увеличить число повторений. летом мой максимум был 10-12 раз. перерыв до зимы,сейчас как обычно 8 раз,все. даже не хочется опять лезть туда ) пробовал с пудовой гирей, 3-4 повторения на 3 подхода, результат был на 1 повторение к тем летним 12 ) но потом прекратил. сейчас больше на нижнюю часть тела упор стараюсь делать: ноги, но ужасные приседания иногда с трудом даются,хоть и вес 40 кг без увеличения. (нет оборудования) .
",0
"​дешевый и распространенный металл ( ?? ! ) пирит … что вы пишите, тупорылые! противно ...",1
"сургут -то как распереживался. спокойно. мы в ваших советах и комментариях просто не нуждаемся. можем сами посоветовать как вам на севере жить, о чем думать, как деньги тратить и т. д.",0
♥♥♥♥♥ богородицу увидела я значит будет спасена вся наша земля,0
"кот нежирный, нормальный, просто у него пушистая шерстка. здоровый котик. прелесть. ❤😊",0
"​жалко, что котенок не может выхватить этот пистолет да в обратном направлении развернуть, чтоб это уёбище в погонах уссалось бы со страху.",1
давить жидов как клопов!,1
бить пидоро в нада,1
путин соси хуй тварь,1
"на 4-летнее обучение, если согласны окончить обучение в 17 лет. направление можно выбрать в соответствии со способностями и желанием ребёнка.",0
ох ты ж ебушки-воробушки...у него же весь позвоночник в трусы ссыпется по дороге домой....,1
светлана-вы честный и отважный человек ❗...если озвучила такие подробности ❗ (y) (y) (y) (y) (y) я горжусь вашим поступком-даже и заочно ❗ ❗ ❗ ❗ ❗ ❗ 🌺 🌺 🌺 🌺 🌺,0
"это флаг самой паскудной страны, , самой лживой страны мира,",1
красота не описуемая!!!!!!,0
"ооооой, ржу нимагу!!! швабру на ногу... я не додумалась!!!)))",0
блять страна не пуганых идиотов руку подыми ногу подыми может жопу ещё раздвинуть8oi,1
я чуть не попалась на это!,0
иди и трахни тебя тоже,1
в какую цену продаёте?,0
уебать лопатой с такой дури чтоб слово москаль забыл уёбок,1
"тёма берёт минет, недорого,заявки принимат,",1
это наверное на байкале? горячинск!,0
саленко смойся с экрана ты же урод,1
"вы паразитируете на населении земли, копейку вложите, а миллиарды высосете.",0
"цирк, устроенный лукашенко по отношению к задержанным 33 гражданам россии, не мог не вызвать ответную реакцию москвы. правда, были опасения, что россия попытается уладить конфликт максимально мягко. как это было по отношению к лукашенко и раннее. но, слава богу, риторика москвы является максимально дипломатически жесткой. действительно, лукашенко перешел рубикон. подобное позволить себе не может не то, что союзник, но и любая другая страна. #u88e4adb651s#",0
легко я из ссср вырос без этого и чего чего а я найду чем себя занять там а уж поверьте сопливая молодеш занятий может быть столько что поспать время найти будет сложно . и все советские люди это поймут,0
доставите в благовещенку,0
что за хохлопидор это выложил?,1
может и трахну,1
"я вас прекрасно понимаю.все правильно,но кучка пуимнск пидорасов пытается из вас сделать .короче не обращайте на них внимание,не отвечайте, и если пишите что-то то пишите своё и о своём мнении.а эти пидорасы вас дразнят ради какой- то хрени",1
увидела на улице симпатичного мужчину говорю можно с вами познакомиться он я на улице не знакомлюсь пришлось ску затаскивать в подъезд в,0
"я очень довольна осталась просмотрев это видио.какой талант нужен,чтобы все это изобразить на бумаге.классно,мне очень понравилось.спасибо.",0
а с ним и правительство рф.,0
"и где она в астраханской области красную икру с дальнего востока привозят, а нашу наверно им отправляют, если бы делали небольшой развес как красную, может и мы бы к празднику покупали",0
"валэрию шапофалову - не пора ли тябэ. истинный сева и штополец, переключиться на достижения твоей рiдноi укриi ? что, словесный запас с каждым разом всё иссякает и иссякает ? или тябэ не дают этого сделать, твои родственники из львова - лемберга - днепропетровска -.... ? хотя, под диктовку этих, ты пашешь не покладая рук ! повторяю тябэ, бандеровец, в очередной раз - твои высеры уже не представляют исторической ценности ! да и надоел ты уже всем до чёртиков в глазах !",1
"это, что все разные люди?🧐😅",0
"татьяна,права,это ушаковскй р_з,не романцевскй.",0
"бредятину прекратите черкать, деньги нужно заработать, а про беду вообще заткнитесь , психи",1
"вот нам, бабам, подкинули правильную тему! обсуждения кипят, не смолкают!..",0
будет ли на нашей улице праздник.,0
"молодец дед миша!!! утер нос молодым, им до него очень далеко . так держать.😁",0
"да таких просто стерилизовать и кастрировать надо пусть другим пример будет,уроды таким быть родителем нельзя ни в коем случае",1
энгрос34 фемина46,0
не внешность украшает человека а его внутренний мир и отношение окружающим его людям!♥🌹🌼🔥🔥🔥,0
и не каждый врач соответствует слову врач.,0
конечно был но нормальный а не это уебище за 2 песо,1
поздравляю жанночка растите большими,0
вот козёл отбрехивается,1
сиди на своём диване философ и не пизди!! чмо болотное,1
"Брак тачскрина или его коммутации, если NOKIA вдруг не ввела какую то новую фичу в его функционал. Попробовать бы на аналогичном, другом.
",0
"козлина,ты чем пиздеть оторви жопу и иди на улицу,поддержи свой народ на деле.диванный правдолюб ...",1
мораль той басни такова что девки выебут попа!,1
"адресник ,позорище ,администрация ,ау!когда будет порядок?",0
"пиzдишь, как дышишь😂",1
"мальчики играющее в войну во дворе,становятся мужчинами! мальчики играющими в барби и кена,пидерасты!",1
"господи а мы ноем, что денег не хватает на двух-трех детей. у меня просто не хватает слов, чтобы выразить восхищение жизнью этой потрясающей русской женщины.",0
"мне даже мужики сильно накачанные не нравятся , не то что девушки ))).",0
я бы тебе вдул сучка,1
"одного поля ягода.один бла-бла-бла без бумажки,вторая по бумажке.ни одного достойного кандидата няма",0
не обращай внимание это пациенты псих-больнице поэтому им большие скидки на долбоебизм ....,1
стрелять надо,1
"К слову, в ЭВМ только одно слово не заимствованное)
",0
четвертовать и на красную площадь в клетку.,1
"его за это место нада повесить. а сабачки дать медаль залату заспосение, а хазяену блогодарность за хорошое воспитание и учёбу сабачки красавицы умница!!!!! 👍👍👍👍👍",1
таким как ты я хуй даю сосать,1
"2019 г. был годом свиньи-пенс возраст подняли,нынче год крысы-ковид прилетел.то ли еще будет!",0
"поздравляю, с днем рождения, удачи тебе😘😘😘",0
только пусть посмеет или снова шантажирует нас,0
тебя ебнуть нужно хорошенько,1
всё это провокации,0
"похеру! зато у нас есть триперзвуковое оружие, вацина, и по пять штук на ребёнка блядям одиночкам!!!",1
"странно, вроде большой мальчик.",0
"Я хуею как сосачеры, где большиство прыщавые жиртресты и рахиты, выступают против бодипозитивизма. Хочешь чтобы тебя называли гноем, а ты страдал и не выходил из дома из-за насмешек, набирая еще жиры и тд ? Ваше дело, мудилы, у вас в Барнауле так и делают. Продолжайте полнеть.
",1
блажен кто верует но....,0
"сжечь его к чертовой матери, с этим пьянчужкой",1
и ещё запомни пидор.....,1
полицаи хуже фашистов,1
я б пососав,1
хоть и пидор а мыслит верно,1
http://www.donvrem.dspl.ru/archplaceart.aspx?pid=1 ростов,0
могу трахать ее,1
👍👍👍👍👍таких людей мало.... но все таки есть... значит не все ещё потеряно.,0
всегда так считали долбаёбы типа тебя,1
какая вторая мировая нах? великая отечественная война. вы там что совсем охерели а? язык отрубить нахер. наши деды воевали с фашисткой европой. точка. пора уже привлекать по законы за переиначивания истории.,1
просто игнорируем пидоров и они сами умрут,1
и сколько месяцев настаивали?,0
кто на учете и на инсулине в аптеках выдают бесплатно по рецептам от терапевта,0
"Вот чего действительно не хватает. На дваче вообще есть моча по моче? Или после одобрения кандидатуры на мочу будешь ей до конца срока, не важно какую дичь творишь?
",1
"с каким блять смыслом,сейчас ишаки бьют себе всякую хуйню",1
будьте вы прокляты мрази гореть вам аду твари сдохните!!!!!,1
соснёт хуй тогда и класс ей будет приятно,1
галле 28 танковый полк рота связи узел полковой связи биометрия 77 79 гг,0
"я добрая фея... а то, что в руке топор... ну, это один из всегдашних моих атрибутов... я добрая фея! а то, что к чувствам забор... то это для тех, кто эти чувства крадут ведь!",0
"а ведь вы смотрели таёжный роман и любимая песня моя ,:: ты неси меня река за крутые берега где живёт моя краса голубые у не ее глаза речка темная на не бе,нетес ты-то чё лезешь ты сказал сплюу витус ,а я буду эту песню петь пока курилы наши иппусть нелезут пидарасы ускаглазые ,.",0
стельная,0
я бы этих пидорасов вообще всех разогнал нахуй,1
"две родственные души! и не важно - кот ли, или человек!",0
"ты сама шалава,соплячка,научись разговаривать с людьми,а не оскорблять,будь ты проклята,шлюха!",1
как говорил шариков желаю чтобы все,0
"если этого пидора посадить в зону,ему такой там геноцид устроят,его жопа не выдержит столько черенков,его сами питухи уничтожать будут.",1
пусть улыбкой рудостью любовью серде ваше шолнится всегда е,0
перестали читать ваши темы . нечего придумать ?,0
"СМОТРИШЬ ВЕБМ С ЭДИКОМ БУГУРТИШЬ РЖ ШЬ ОТ ЭДИКА СИДИШЬ В ТРЕДЕ ПРО ЭДИКА И ОБСУЖДАЕШЬ ЕГО ДЕЯТЕЛЬНОСТЬ ДАЖЕ УЗНАЛ ЧТО ЭДИКА ПИАРИТ БУРГЕР КИНГ НЕ СЧИТАЕШЬ СЕБЯ АУДИТОРИЕЙ ЭДИКА
",1
:( :( :( :( :( :( :( боль,0
в пизду,1
да их самих расстрелять надо,1
обоссать их забыли,1
ебанутое создание. лучше бы сука сразу в стенку,1
какая женщин?,0
"вот там их надо мочить.надеюсь, лукашенко не подведёт.",1
че только не придумают,0
ну держись гоожопые а я побежал,1
"...в некоторые дни я просыпаюсь и чyвствую, чтo мoгу дать лишь 10 %, и тогда твoй дедушка вынужден давать 90%... что если и дедушка в этот день может дать лишь 10 %? где взять остальное? что берется за 100％? это высказывание вызывает кучу вопросов , ничего не разясняет, и не имеет никакого смысла, слова брошенные на ветер.",0
еблан ты просто,1
"Мракобесие - РПЦ не одобряет!
",1
нет слов........😂😂😂😂😂,0
с днём рождения!!!спасибо за доброту твоей души 🎉🎁🌹,0
очень хорошо делает свою работу. спасибо алекмею6,0
просрёте батьку потеряете страну и родину придут к власти жулики и воры как в россии и вам придёт пиздец,1
"пришли путинские, они каждый месяц до трех лет",0
здоровья вам ребята долгая жизнь вам и ваших родители что дали такой хороший воспитание,0
продам все вопросы по телефону 89131093559,0
а цена пылесоса?,0
"а что, пример укруины ничему не научил ??? идиоты 8oi 👎 хрен вам, твари, по всей роже, а не майдан ! скакать валите в куйов , д.,б...ь. 👎👎👎",1
пидорас земля ок гандон я детства не увидел хуйло ебаное8oi 8oi 8oi 8oi 8oi сталина нема а-то б пиздок ему сразу был ебаныйгарбыль))))),1
"фор тек труст. она вполне милая. если бы я любил жирных бабеней - я бы с этой не слезал.
",1
пидар конченный,1
вот с этого парня толк будет,0
"гнида поганая,найти бы тебя и в жопу твой свисток запихнуть! козлина конченная! соболев молодец,аж до слёз,соболезнуем парню!:(",1
"как,спят,эти,нелюди,бумеранг,существует,у,них,тоже,наверное,есть,дети,все,достанится,им",0
"хуеплеты наворавали,хрюпездни",1
наверное в прошлой жизни она была гайцом.,0
это правда😊 у меня 2 черных кошки-снежинка(девочка) и ньютоша(мальчик). подтверждаю-они приносят счастье❤ ❤,0
сколько чел и на какой срок и месяц?,0
"у вас указан адрес вашей электронной почты на госуслугах??? если да, то посмотрите, письмо с причиной отказа туда приходит.",0
"на кол ублюдка и судмедэксперта рядом, чтоб ощутили легкий вред здоровью!",1
"где такие лохи только жизни учатся. оставить 145 тонн в бардачке, да он дебил и на него нашёлся ещё один. уроком будет, лапуху.",1
"да, я готовила такое блюдо. реально, очень вкусно!!!!",0
тебя пристрелить как безумную собаку.тыпонял молодой человек. .по имени д е б и л.,1
в тёмной бейсболке это круто и важно,0
"софья ты нацыска номер 1 —если бы сейчас была твоя воля ты бы наш народ расстреляла без раздумий, да того ты больная .",1
молодец! пусть живёт и наслаждается жизнью! 💐,0
вот хули вам бабам еще надо? такой прискурант озвучил!,1
"Она не касалась писи козла..вон свидетели даже есть
",1
"если ты идиотка и дура, то не надо думать так о других! если пидары тебе по душе, то это твои проблемы! вот о таких как ты я и писала что вас нужно убивать вместе с ними.",1
хорошо я это поняла,0
"эффективные менеджеры, таких в древней руси сажали на кол,",1
(md) аж оторопь берет.. как страшно!!!!,0
"хорошо живут в россии. дочь похожа на маму в молодости, только нос слишком выдаётся. а где там папа? глаза черные, у папы голубые, взял от отца русского. как и волосы, но курчавость по маме. нос нормальный, на особенно выдаётся. видно нос у девушки от деда по матери.",0
"каким образом марля защищает от вируса?если гондон резиновый от вич не спасает,долбоеб ты ебаный еще петицию нахуярил один хуй нобеля не получишь лучше в шнобель",1
фейк для неразумного электората?,0
в суботу или воскресения моя я,0
как насчет поженится,0
"надо кастрировать пидорасов, что хотели её изнасиловать, а не её. ебанутые законы, в продажной стране!",1
жида на кол нужно посадить,1
и где такие продаются 🤔,0
чмо позорное.больше нечего показать?,1
продаем коляску для девочки,0
такая хрень работать не будет)),0
шарами закидывают,0
молодец он знал уже тогда что иногда что бы победить надо и поддаться,0
народец дерьмо у нас,1
супер красиво!!! талантливо!!! гордость россии! вот это супер звезда!!! дай бог всех благ этой замечательной семье!!!,0
"мда,это точно!",0
не фильм а хуйня какойта хуже мультика,1
твою шлюху мать ебал что не сделала аборт и высрала тебя жертву 102 базы,1
"Там написано он попросил и убедился тупица ты значит они повернулись уже
",1
"я и сегодня продолжаю спать на улице , как то товарищ мне , что он тоже с открытым окном . пробовал - не то , на улице лучше- воздух высший класс !",0
да она верчиная была в ифири перед муиками видно погулять любит баба,0
555 заебатся-это я успел за одно утро,1
вот бы соснуть такой...,1
"бог не фраер, он всё видит. кто следующий из правого сектора заболеет раком? всё по заслугам. кому рак, а кому куля в лоб.",1
"Только Невротики могут сомневаться в лечении от невроза рука лицо
",1
"слышишь сука кряпалку в навозе прикрой. че жопу рвешь, небось сама, как судья продажная",1
"нет,просто пидорасы",1
"но тут двое, а там трое. Где ебоболик?",1
"❤❤❤💋с днём рождения,золотко здоровья крепкого счастья безмерного пусть все желания твои забудутся!))))",0
ой!!! чуть не пропустила!!!😱 😆😆😆😆😆,0
"таких надо в чёрную книгу занести, и отстреливать! пусть щимятся по горам, что б не подстрелили!",1
путин ну раскатай уже этих дебилов танками как студентов в китае! хоть похахатаем:-d :-d :-d :-d,1
"катя приданникова уже выехала из волгограда, завтра будет в челябинске.",0
"добрый вечер,а где делается такая процедура и что надо?",0
вот ты блять знаешь что не кто,1
"вот мразина!!! по роже видно что неадекват,тварь!!! кастрировать тварину",1
"сам путин и все, д....бы учились но ссср , зачем менять эту учебную программу , когда даже иностранцы приезжали и учились в союзе, и всё было хорошо, а сейчяс кто проверяет эти дебильный учебники это полный п....ц, задачка у маши было 5 карандашей у вити 4 карандаша, и вопрос этих составителей сколько кисточек было у кати, причём сдесь кисточки , просто долбоёб кто их пропускает в школы.",1
или не будет нам сегодня,0
игрушки просто чудо как хороши и дед - красавец,0
пускай ее шрек ебет,1
в первую очередь нужно пиздить этих журношлюх они разжигатели этого бардака!! пиндосовские подстилки!!!,1
02.08.20 в 21:40. сумма-486.20. энгрос-34. с карты ***8234.,0
этот водяной червяк просто с русскими отдыхающими на шашлыках не встречался))))))))))),0
"до 10 все уже приходит, 1и2 были выходные",0
"шестой засадил бы, по самые яйца👍",1
эй пидор московский. что затих или на вызов вызвали обслуживать мужиков?,1
с удовольствием 👍,0
достали уроды!!! когда блять у них идеи закончатся!!!!!😡😡😡😡😡😡😡😡 бедные наши дети!!!!,1
мумия фу стремная как мужик (fr),0
"это не мужик , который кидается на женщин с молотком . с мужиками - то слабо отыметь бы этого еблана по полной",1
не хрена себе честный разговор((((( фу!!!!! такой же бля жополиз (((,1
убил человека признай свою вину чмо ты блядь последние спустят всё на тормозах как всегда они же заслуженные деятели культуры вот вам и по закону все ровны вв путин,1
"А ничего, что эта база в доброй половине случаев является следствием ударов по почками. Достаточно посмотреть на процент раскрываемости у нас - 90 процентов и в мире - около 30 и сразу все ясно.
",0
"какой большой список бандосов, расстрелять нахуй! сталин.",1
а остальные сами отпадут😃,0
это уж точно отбили крым у пиндосов и устроили русскую помойку и донбасс роздирибанили путинские ублюдки,1
"куда уходит детство,в какие города.где найти мне средство, чтоб вновь попасть туда.",0
"бульбаш замусоленый,флюгер,типа братушка хохлы через хуй пробросили лошка",1
сам сосиош как туалетный пенсионер голос твой старическй .фу ты хам,1
пиздятеной вонючей суки зарабатывают.стыдоба бля.фу мрази.(sr),1
"вам бы фашистам пасти захлопнуть бы нахуй! на веки, в честь 27 миллионов не вчем не повинных жизней загубленных вами суками! 8oi 8oi 8oi 8oi 8oi",1
"кастрюлеголовый, не бреши!",1
"если в казахстане все такие доброжелательные, зачем переезжать в россию?",0
"после двух и более часов в лесу , к людям возвращатся уже как то не охото",0
"господи ты ,боже мой! ну,какие вы все наивные.здесь одно из двух-или это кому то выгодно.или просто от балды ,ткнули пальцем в небо .вот вам и выплаты от 3 до 7 лет.те,кто принимает решение,явно не пользуется этими выплатами.у них машна в порядке.",0
супер цветы глазки радуется👍👍👍,0
девочек мусульманочек с праздником!пусть аллах будет милостив к вам и вашим семьям!счастья и здоровья вам!,0
расстреливать!,1
"всех соросят на кол посадить, пусть видят холуёв сша и ес.",1
да ты уже вылизываешь давно зализанное и перелизанное. такие унижающиеся лизуны- беда для страны,1
"был бы я отцом этого мальчика, натянул бы тебя на урну.",1
"Вроде как самого Да Винчи в ересях не обвиняли, только его кота. upd.: О, только щас обратил внимание на ник автора.
",1
"Любви, а если баба-бревно то хотя бы резьбы по дереву.
",1
"Я пока свой колхоз-кокпит собрал задолбался)
",1
"улыбается - ангелочек! дай бог тебе здоровья и силы, на радость всем родным!😊 🌹",0
ты красавица может ты будешь лучше всех,0
осталась первая и единственная любовь. до сих пор больно и до слезно,0
"а ты, гнусный вонючий валерик - сосипедик, работы у тебя тебя тьма, сосать и сосать,: отсосать,подсосать , усосать,засосать,насосать,всосать,прососать,пересосать,прососать!",1
с праздником парни! 👍 👍 💐 💐 💐 💥 💥 💥 ok.ru/anutiniglazki2014/album/900998452206/904309151982 ok.ru/profile/541172453870/album/900998452206/904309151982,0
этим засранцам нечего в магадане делать!,1
"по полосам. 1. тихоходы. 2. средняя. 3. крейсерская скорость. есть водители не рыба - не мясо. встанут в крайний левый ряд и телятся. логика проста - не хочешь ехать, не мешай другим.",0
шлюхи продажные,1
"права бабушка , бога нужно держать в душе",0
видат хуй дороже детей нависильницу его как раньше казнили и её тоже,1
не светские львицы а бляди,1
"спасибо ,что вы с нами!",0
смяшно-и в тоже время-грустно-нечего сказать.....не-дай бог-нам новый год-таких вот-деда мороза и снедурочку-встречать..,0
зато поставила мужика раком,1
пусть поёт,0
нужно осенью на вырах прогнать эту бандитскую погань,1
"хорошо, что из жопной страны, бегут такие жопы, как вы. меньше говна останется.",1
еще хуже - жид.,0
"у нас шахтеры в кузбассе,как раз,на митинг и выходили. по 8 и больше месяцев не получали зарплату. . так,благодаря им услышали глас народа и хоть что то сдвинулось с места.",0
"руки бы отрубить, по самые плечи. сколько страха наверно женщина натерпелась.:|",1
"как вы надоели своей писаниной, а вы не против...",0
пробовала и сама и гости мои,0
обыкновенный！,0
да надоели уже с этой политической проституткой !,1
красавец какой! пёсо-лис 😂,0
у нас сегодня на 2 площадке такие же были😂,0
"уроды!!! где все эти министры здравохранения, меняются как перчатки. всю медицину в стране похерели. все только разворовали и уничтожили что было до них.",1
"в ютубе можно скачать бесплатно, и смотреть.",0
"молоко, мороженое, миндаль, мидии, мяско",0
"сифак??? ты с украины??? у вас там корь, чесотка, блендерный гепатит, бытовой сифилис и просто рагулизм разжижение головного мозга ну не повезло вам, не повезло, сочувствую конечно нет, ору с тебя
",1
классные сиски,1
гнида дырявая,1
"врачи, учителя и так далее",0
от голода сука пухнет,1
"напишите адрес , на какой улице находится этот дом ???",0
"автомобиль пенсионера стоял,ждал чтобы попустить встречный транспорт а грузовик даже не затормозил и ударил сзади так как водитель занимался с телефоном а такие обезьяны которые вместо дороги смотрят в телефон или чистят ногти гораздо моложе 70 лет и водительское удостоверение покупают так как при полном отсутствии умственных способностей не могут выучить правила пдд",0
с таким опытом искать клиентов через инет во всех городах)),0
что это?🙄🙀,0
непросто вор а ебать его надо фиц ран пиздой накрывается,1
ну просто дебил,1
продам клетки для кроликов 89231124219,0
а у нас наоборот! эта процедура забрала сына от мамы....! но сын сам виноват 😂,0
какой смысл в этом ?зачем тогда так жить ?,0
"мать есть мать,моя тетушка умирая всё думала о сыне,как он будет,ведь больной- алкоголик",0
"Стиль дешевого голливудского блокбастера. Другие соседи не слышали не хлопков и остались с целыми стёклами. А у автора повылетали, странно. И вообще, если задуматься, бытовые, мелкие происшествия бывают на любом производстве, главное - оперативные меры по устранению, что собственно и было сделано. Так что цифровизация и оптимизация производства это вполне нормальные вещи и иронизировать что из-за них всё вообще не в ту степь идёт - довольно нелогично.
",0
