text,label
"чума вообще.зажралась эта дума.взорвать этих сук и не жалко будет,ни одного",1
"ведро, оно и в африке ведро.",0
это ещё хорошая почта!!!,0
вы на кого уебки работаете? четвертый раз ставлю и четвертый проигрыш. хуеплеты не умеете не дарите людей уебаны.,1
"сама ты дура просто бесит как подобия тебя врут а люди незнающие верят!я их не жду, для меня 10тыс не деньги.",1
так выходит колхозец то хуёвый раз не смог заработать на дом )))),1
уроды. я бы их убила. твари не воспитанные.,1
"спасибо,очень полезная информация",0
"и каким спрашивается боком нас должна волновать новость, где находится эта ненасытная хапидористическая пизда степановна? отмажется полюбому. не переживайте. такие по жизни не пропадут. у нее же на наглющей морде черным по белому написано - блядюга высшей категории...судейской пизденке нет еще и сорокета, а уже коррупционные запросики, исчисляемые в сотнях тысяч баксов...😂",1
"тебе я бумажные крылья расправлю,лети,не тревожь этот мир.журавлик, журавлик, бумажный журавлик,ты вечно живой сувенир.",0
да урожай в саамом соку....,0
"это нелюди повесить их за причиндалы и издеваться над ними,вот повесились бы они или как?",1
а гдеже клятва гипократу спасать и помогать людям гнать в шею надо таких врачей,0
"людмила, вы тараканов со своей головы выгоните и посмотрите что в стране творится, если вы работаете на себя и вам хорошо,то обычный рабочий получающий 30000 в месяц с этим не согласен, я свои руки не на помойке нашёл, я сам строитель и знаю как эти деньги даются, а вы крысы канцелярские сидите деньги с нас гребёте под фишку путинских пидарасов!",1
смазывай дальше может внукам твоим аукнится дебил !!,1
хотя на моих деревьях жуки познают гранит науки)))),0
"существо я не истерю, я радуюсь что вас ублюдков тупых все меньше и меньше.дохните твари как крысы воровские.кто такой попов, если есть ротенберг,есть шувалов, есть чубайс, ваша воровская чистка что-то до них не добралась.вот тебе видео в помощь что вас воров все меньше и меньше.только не говори что он тоже на зарплате в госдепе, а то совсем мне смешно сделаешь.",1
добил в погонах. убить бы гада,1
этого козла надо подвесить за яйца,1
"уже и до наших кавминвод дотянулись федеральные руки. ! когда уже в покое нас оставят.?. аэропорт строили наши деды, отцы , мужья минераловодцы , а теперь он и минеральным водам не принадлежит. !!!!!. когда же этот беспредел закончится ????. и зачем нам этот велотерренкур , нам и без него хорошо.всё хотят к своим рукам прибрать, а они у них загребущие !!!!!. ни кого не трогаем мы и нас оставьте в покое !!!.",0
ребёнок говорит что видела на 109 днём,0
всем привет друзья ;-) 👋 👋,0
вова срочно нужно с 400,0
почему из парижа и покинули самолет без карантина? во франции большее число заболевших.,0
силовые структуры обязаны реагировать и наказать уродов !!!,1
пососи и я уйду,1
"что за бред, вы с головой дружите? уже не знаете, что продумать!!!!!",0
"этот пидорок по имени оленевод, он же по национальности хант, только фамилия собянин, построил мини фабрику по пошиву масок, вот и отжимает бабки с людей!",1
"мрази чтобы вы так учились, откуда вы только берётесь с вашими дебильными идеями..... прекратите уже пугать народ с вашим коронобесией и дайте людям спокойно жить или вы таким образом хотите их отвечь от главных проблем в обществе....",1
раньше было стыдно когда видно щас наоборот,0
у меня за 14 лет ни разу не зацвел,0
"твари малолетние, попередохли бы все.",1
сколько надо было выпить что утонула в басейне.,0
"и рубленые были и по чёрному были, и в бочках были, - впрочем всё как и сейчас !... ничего не изменилось !... по деревням и сегодня полно бань по-чёрному, и именно в таких банях и есть настоящая русская баня, с настоящим паром !... сначала туда, потом оттуда в сугроб !...:-)",0
чмо поганое ! и ты вылизывающий ему в экстазе сраку ! 😇 👌 👏 👅 (fr) 👍,1
"долбаеб, решил ресонуться, купил бы кольцо, цветы и на колено, вот что нужно кате а не пафос с вертолета",1
"вчера была в михнево, грибов нет. не понимаю, где в этом году все собирают ? юг подмосковья отдыхает в этом году",0
"побежал голосовать за таракана, валасы назад!! ну беларусь головного мозга, не иначе!",0
котёнка отвезли в вет. клинику? ему нужна помощь :(,0
пиздюлей ей хороших! чт бы не бурела.,1
"….что... так быстро? завершились?...молоток рыгорыч…..яныку наука..секрет видимо в том,что в белорусии пиздаголовых всё же поменьше,чем на окраине...",1
можно номер тел.?,0
как можно доверять пиздаболу???,1
"По моему мочух тесача один из немногих действительно модерирующих раздел мочераторов, другой в wm. Чтобы залетная порашная вегешная свинота с отца твоего выебать не руинила треды. Все мы видим во что превратилась po-раша и v-свинарня, полная безнаказанность школодегродантов и отсутствие человеческого языка.
",1
смотрю что только один человек получил!один из двух миллионов,0
20т 😂😂😂😂 тебе что преснилось. с дома выходишь цены выдел.🤣🤣🤣,0
хочется посмотреть на этого дауна который задает эти вопросы и и набить ему ебало!!!!!!!,1
"спасибо за яблочки!!! сочные, нежные, вкусные👍👍👍",0
джульетта очень похожа,0
уважаемые! стыдно и жаль за нашу страну и ребят которых подставили какие то бездари. спросить кто организовал и послал эту группу где он почему молчит ну не на рыбалку же они самоорганизовались. ну хорошо у них нет компромата ничего не нашли а разведка соседей могла сработать и что чем бы отмахивались,0
лизаблюд!,1
"господи, каких только долбоебов нет на свете. ..",1
поставьте в очередь,0
молодцы! шикарно просто!,0
ты любишь когда суут на твою здохшую мать сиротка,1
оплатила карта 4347 ольга павловна ц. 494 в 22.58 23июля,0
этого пидораса надо было отхуячить его же нагайкой и утопить на хуй!!! воткнув в очко нагайку.,1
жди. скоро сможешь все )),0
только ебанутые,1
кремирование - неправославное захоронение !,0
и сколько он стоит,0
"в шахтах у власти как и везде единая россия продажная, народ боится поэтому так и будем палец молча сосать а это им на руку. молодцы хабаровчане",0
мужики. что вы хотите. паскутин своих в обиду не даст. отмажет. если их расстреливать или вешать так вместе с ним.,1
после такой «государственной заботы» нечего будет удивляться платёжкам на 113000рублей🤷‍♂️,0
"есть вот такая кошечка, мама крысыловка",0
спы дытыно спы подлюко спы бэгом щоб бабай суко ты чуеш тебе не спыздыв и в куточку не бэгом отпыздыв спы мала зараза закрывай оба глаза ты,1
"я в очередь,если можно",0
"где вы раньше были? 90 лет стоит никому не нужен был, никто не задумывался, сейчас заговорили...",0
"разве я не прав? он правит рашкой с 1 января 2000. уже более 20 лет. и вы его недавно обнулили, значит еще 12 лет минимум будет сидеть в кремле. это реально пока не начнутся старческие заболевания алхайзмер, паркинсон, деменция. он от них не имеет иммунитета.",0
может он уже не президент...,0
а работники магазинов твари им все аукнется!!!,1
"это не средства загубили рассаду, а лично вы.",0
"батька сыкло , начел лизать очко пукино , оставь пост вместе с тем у кого ты лижешь и валите нахер со страны и семьи свои в подмышки захватите .",1
идиоты столько написано,1
"естественно будем жить , но ответить обязаны за дела свои...",0
"а у тебя один неготив, дебил!!!!!!!!",1
как то маловато в сейфе было,0
"ничего, можно кончить на неё..",0
да классная девочка только не повезло ей с хозяевами. я бы её взял но жалко мне не начем её привезти,0
"выродок,его на том свете накажут,а на этом его выблядков.",1
"что только не пишете этой пизде,а она в игноре))",1
"Годная статья. Но микроволновое излучение тоже может наделать много бед. Как минимум, ожоги, но и долговременные последствия (мутации, рак) тоже возможны. Ну и надо понимать, что вред здоровью тоже штука вероятностная. Одинаковая доза не обязательно значит одинаковые последствия. Особенно, когда эти дозы относительно малы.
",0
за сколько это саня бобров,0
"незнаю, незнаю,но хочется в это верить.",0
хуесоски,1
"идиоты!!! не вылаживайте чужое горе.будете вылаживать своё. пусть только оно вас не коснётся. только мать может разрешить, можно или нельзя вылаживать такие снимки.",1
здохнет скоро и он и его выродки,1
"я возражать,не буду",0
чтоб ты хуем подавился пидор,1
"муфлон,заткнулся бы ты про путина. тебе до него ,как до китая раком. тракторыст ты сраный.",1
"раз он ее покидает, то к даме, а может на всякий случай при мажерных обстоятельствах.",0
мне интересно: если их спросят внуки деда а из-за кого мы так плохо живём примерно так. что они ответят?,0
"Ползет на коленях волоча за собой кишки по асфальту. Просто такого дебилизма и показухи у нас даже к проверке Путина не было
",1
"советское образование-лучшее в мире было. но поверьте, молодёжь у нас замечательная!!! и понимает, что происходит в стране, поверьте. помощь необходима, при чём взаимная. но главное, нам надо объединиться!! только все вместе, мы сможем изменить положение в стране. яркий пример того замечательный город хабаровск и его жители.",0
здравствуйте! задавала вам вопрос про детскую площадку по ул мира 7. вами был дан ответ что запланированно на 2022год. а сейчас судя по вашему списку вижу что и в2022 году нашего дома нет.,0
"какая матрошка? в библии таких нет, а некоторые и к ведьмам обращаются тоже говорят помогает",0
фреон заправить,0
"норе-изабель,с днем рождения,вы такая молодая и красивая!!!будте любима и счастлива!",0
зачем такой? есть головастик.,0
а что забирать путин уже всё украл.,0
чистый гад убить и то мало,1
"я русский моряк, а вот ты бражник правильно выбрал картинку для пидарасов.",1
с праздником💋,0
понравилось перед жидовками прогибаться?ты упала в моих глазах...,1
"Ну, соглашусь конечно, но все же хочется иногда почитать что было в прошлом треде, те же ответы на свои посты реакты или обсуждение чего либо по теме раздела те немногие А так же картиночки.",1
"а,мне лифан нравиться",0
ебать ты дурак!,1
а если это правильно как всегда менты не приедут или опоздают,0
"если на ягоду перешло,значит давно уже,просто не заметили, теавит джет и лучше повторить через дней пять,ое не вредный,там ожидание один день",0
"педрила все про жопы, да про жопы, ахаха.",1
очень 👍,0
"вид путиноида - бота обыкновенный, семейство привито , пока не чепированное , стрела обитания широко распространен на всей территории европы россии и азии, благодаря программе ,, идиот без границ,, распространился почти везде. существо очень осторожное, редко покидает жилище в поисках пропитания, но может быть агрессивен по отношению к людям, особенно когда сбивается в стаи. путиноид- бот обыкновенный не прихотлив , исполнителен, незамедлительно выполняет все пожелания и приказы, легко поддается дрессировке, но искренне считает себя свободным человеком. особенности не способен логически мыслить, , наблюдать и анализировать , очень важно для напоминания тем кто пытается им что-то объяснить",1
всего хорошего вам !!!!,0
"пусть сдохнут, те кто так обращается с собаками.... посадить тварей на цепи и миску со жратвой поставить так, чтобы достать не могли.....выродки",1
"вот это---называется--дожили....да о чём тут говорить,я всегда любил румын,это же--братья,славяне,хохлы--тоже славяне...есть ещё мои любимые венгры,,,бог мой,как же я вас,друзья мои хочу пихать,как мой дед,пришедший домой с наградами,за то,что выебал вашу дырявую европу,он бы ещё мог",1
только вот по запасы совести у нас в стране отсутствуют полностью..)),0
",,первый учитель",0
"Потому что телка не только проехала, но и превысила скорость. Хотя бы за это. Это я уже молчу, что на одном из старых видео было видно, что перед ней пролетела еще одна машина. Я лично уверен, что она гонялась с кем-то. Хотя нигде абсолютно вот эта вторая машина не упоминалась. Так что я все еще считаю, что их вина ну никак не равнозначна. И т.н. раскаяние по мне не может считаться смягчающим обстоятельством.
",0
повесить нахуй,1
"чудеса там , где их делают ...если душа человека жаждет чуда , сделай ему это чудо ...",0
".. понятно,все неважно. мочи всех.",1
ересь вам перевели на ваш свинячий язык не пиши мне тварь беграмотная только и умеете в шароварах пердеть и в соломеных шляпка свинья хвосты крутить какие вы славяне вас за столько лет отимели турки австровенгры шведы поляки немцы где ты там славян увидел вафлер?,1
"если бы кто-то мог его самого копнуть до седьмого колена, может у него предки на роду всю жизнь были опричниками, жандармами и власовцами! так это он - очень трудное хуйло!",1
срочно повесить суку,1
остальная страна ссыкуны и быдло.,1
то что этот еблан папаша утверждает - причинно-следственная связь между резус конфликтом у матери и глухотой у ребенка является лишь одной из 18 основных причин врождённой ненаследственной глухоты. и не исключив остальные 17 утверждать что именно отсутствие введения антирезусного иммуноглобулина привела к глухоте нельзя.,1
таких живьем закапывать стоя надо,1
бездарный дизайнерский взгляд и новый лимузин обсалютное гавно,0
"сволочи их са мих стрелять да в голову,",1
"Сделал всё тоже самое в 2005 году. Очень помогло с конспектами, которые надо было писать дома из книги по 20 листов. Сейчас уже не найду его, компы менялись много раз уже.
",0
"лавочки убрали специально, они были у каждого подъезда, но вечерами и ночами там собиралась не очень тихая и трезвая молодежь которая до рассвета не давала всем покоя, видимо все уже забыли.",0
ты походу отбитая дура как причем вся чмошники моль,1
"что же с морским коньком в конце? може.... дополните🙏,а то заинтриговали😊",0
"граждане России Хохлы какие-нибудь.
",1
ты чмо ебаное заглохни,1
"Хохловский самый последовательный из всех них. У всех остальных так или иначе присутствуют чёрные пятна и двойные стандарты в идеологии из-за чего и происходит перманентный срач.
",1
"Да, а то родится грязнокровка, и не сможет занять место модератора
",0
прелесть нет слов одни эмоции,0
"пинка мало её рылом в этот огонь чтобы мозги включились, мразота.",1
:o.... опять торговый центр!?,0
кровеносная система неба!!!,0
"всем,привет! сколько раз меняется желание на пирсе,когда выпускаешь черепашек в море,1, 2 или 3 раза??? цветочный тотем декор или есть от него какая-то польза???",0
"пидор лысый ,амнистировал их.",1
дрочеры!!!,1
я ее выебал бы,1
у меня было круче,0
надо же было так изуродовать ребенка! ужас!,0
отличный перевод!👍,0
едросов расстрелять а путю еврейского гнома гнать метлой из россии,1
по библии прощать-значит не мстить,0
пидорасы все мусара,1
"автобусы ездят через границу должанку, и на ялту. и россияни к нам пересекали границу. а вот кто бусиками возит людей с одной стороны высадили, люди перешли границу и ждут часами когда за ними приедут , чтобы ехать дальше.",0
какой возраст и цена ?,0
"....о. о. о... еще жив, курилка...",0
такие миленьки забавные,0
на что дрочить??*),1
"продажность, во всей красе.",0
а где 80% долбоебов,1
ворует не народ простой а богатенькие.,0
пошел нахуй пес,1
а куда подьехать?,0
апотом он взял меня bот так загорло и говориц в нахуя орал дверь открыл чтобы я если не здходить собирался мразы в,1
"Эти дизлайки подпаленных грязноштанников
",1
"про мороз орлуша 09.02.2006 литература может быть, мне страну поменять? кстати, путин совсем ни при чём и соседи с еблом кирпичом… просто мне очень холодно, блядь! ведь живут же татары в крыму, бляди ходят по ницце гулять… мне не похуй мороз! не пойму: ну за что мне так холодно, блядь! на окошке рисует мороз, минус тридцать, похоже, опять… мёрзнут уши и яйца и нос… почему же так холодно, блядь! я зубами как цуцык стучу, скоро челюсть придётся вставлять, я ебаться давно не хочу потому, что мне холодно, блядь! кто-то скажет: оденься теплей, надо окна зимой утеплять, и вообще, брат, гляди веселей! неужели так холодно, блядь? я кальсоны надел, не вопрос, поролон прилепил на окне, отрастил на ебале волос потому, что, блядь, холодно мне! я решил: надо денег занять, я билет на экватор куплю! нет, я родину, в общем, люблю, просто мне очень холодно, блядь!",1
как же люблю я моменты когда мне все по фигу прям себя хочется расцеловать,0
новерное,0
"подлец, человека угробил, а теперь я не помню. судить таких надо.",1
вот сука крашеная,1
есть номер тел. приднестровский? мой 77759597. машинку посмотреть надо,0
"Слушай, может это ключ в Нарнию) там лев нарисован какбэ
",1
стрелять и только стрелять.всех людей которые могут поднять народ посадили.трусы.очкуны и предатели народа ссср вот кем сейчас является власть.,1
"да и морду надо побрить,прямо как дала по морде бы.",1
"блять мажоры кнопочные!!!!!!погоны а звёзды генеральские !!! они даше невлазят в погон придурки, а вы гавкаетесь!!",1
"у меня у мужа(ему за 60), зашита в тряпочке рубашка, в которой он родился(по его словам). я не стала распарывать и смотреть, что внутри(хотя любопытная). небольшой такой пакетик тряпичный,.. стараюсь, чтобы он всегда был рядом с мужем( пристегну булавкой к креслу где он сидит, под чехол, или, если в дороге, пристегну внутри дорожной сумки. не знаю, но мне кажется она (рубашка) его оберегает.",0
оба новые,0
набери мне если ты с новокузнецка. павел. 89511750051,0
"я так и сделал, теперь они оба меня контролируют, кот даже быстрее жены появляется на кухне ...:-d",0
руки этим врачам так пришить!,0
любой мужчина без ума от этого.,0
бестижая обманщица имя поменяла думаешь ещё можно дурит людей наглая бессовестная подавись всеми деньгами что людей обманывала чтобы все только на больницы и на чёрные ленты тратила не видела ни одного хорошего дня наглая бессовестная обманщица пусть все знают,1
это не люди мрази кто это сделал. так им по жизни сука на их морде скотч намотан будет. а это будет,1
у каждого своя дорога.,0
"ибать надо таких хуесосов,увижу либо услышу про таких убью.блядь дожились своих братьев в рабство брать,сучары суки!",1
"людей мало ,проход свободный",0
"тварь присягу один раз,а проебал всю страну",1
"какой пейзаж.... и ,мальва у реки, и уходящее за горизонт светило, и рябь поверхности нам душу согревает......",0
большой мастер,0
эти пидорасы обоченники тупорылые не как не могут понять что это в основном из за них этих уёбков пробки то... загоняю таких тоже в канавы...,1
фуфуфу срарая женщин,1
даааа.думал только подроски диградируют.а теперь и эти сюда же....,0
я с вам полностью согласна,0
"никогда, я выйду чтобы повесить эту мразь",1
менты давайте с мужиками на равных драться.в пятером на одну бабу герои блядь,1
у меня бирочка была - а потом исчезла- свекровь ее вытащила и хранит у себя. - воровские замашки.этой скотины испытал на себе и мой сын кроме меня ( ее родной внук). вот уж точно не знаешь- какие будут свекрови!!!!,1
"дибилы издеваются над своим телом! 🤦‍♀️🤦‍♀️🤔 лечится надо таким людям, да почаще!",1
"с праздником ,вас ребята !!! и берегите мир ,здоровья вам и близким",0
конечно помним у меня внук назван вашим именем,0
"фашисты, гореть им в аду",1
"в башку себе целься, тварь!!!",1
как заказать такое платье 56 р,0
"в хабаровске народ поднялся за своего народного губернатора, а вы твари все подводные камни ищите, путиноидные недоноски",0
на вилы их всех,1
"попкорм 🍟там возьмёшь, 💪",0
охуело совсем это пугало ввп,1
цена одного стула 5650 или четырёх стульев?,0
"ну если мужик чесный, платит, а бабы бляди по жизни, и еще надеется на любовь жен, как жить- то нам?",1
это точно щенок???!!!:o,0
"конечно,хоть мозг отдахнет.,куда ехать.?",0
89536574673 владимир..мне покрыли крышу за 3 дня 140 кв.м....довольна и к ребятам только с благодарностью..,0
у неё некогда не было голоса пиздоболка и ужасно поёт !!!,1
на тебя тут тоже много кто дрочит. отдавай долги вовремя фраерок дешёвый 😂,1
"господиии,да как же так можно？она что？без души и сердца？тварь...ее бог накажет за родную кровинушку...здесь кошка котят принесет и то,жалко их уничтожать,а тут？ребенок....я в шоке от таких тварей...",1
